Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2802.16620395446,2914.35819688602,3141.86171059002,3414.9161775746,3425.48417585803
Djibouti,DJI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Djibouti,DJI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,24.9108009338379,24.1291007995605,27.8358001708984,..,..
Dominica,DMA,CO2 emissions (kt),EN.ATM.CO2E.KT,180,170,180,..,..
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,8080.96862341186,7274.517730717,7687.46296348005,8516.28003895161,7003.85902147233
Dominica,DMA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Dominica,DMA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,10.7102003097534,9.65670013427734,8.16709995269775,..,..
Dominican Republic,DOM,CO2 emissions (kt),EN.ATM.CO2E.KT,24460,23390,25120,..,..
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,7280.88361041225,7609.35327534023,8050.64407623416,8282.11713050921,7268.1969096591
Dominican Republic,DOM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Dominican Republic,DOM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,15.4193000793457,16.9815006256104,16.0881996154785,..,..
Ecuador,ECU,CO2 emissions (kt),EN.ATM.CO2E.KT,39010,37760,39530,..,..
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,6060.09296156791,6213.50312736888,6295.93466163992,6222.52465327248,5600.38961495341
Ecuador,ECU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Ecuador,ECU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,14.7540998458862,17.0513000488281,16.3302001953125,..,..
"Egypt, Arab Rep.",EGY,CO2 emissions (kt),EN.ATM.CO2E.KT,233960,238690,246260,..,..
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,3519.8732398108,2444.29038718448,2537.12518504712,3019.09228346646,3569.20684121108
"Egypt, Arab Rep.",EGY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.91690015792847,4.85400009155273,4.74440002441406,..,..
El Salvador,SLV,CO2 emissions (kt),EN.ATM.CO2E.KT,7170,6380,6810,..,..
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3805.99568574434,3910.25440332717,4052.62477533742,4167.73093878563,3798.63652082321
El Salvador,SLV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
El Salvador,SLV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,20.710599899292,24.9873008728027,23.2124996185303,..,..
Equatorial Guinea,GNQ,CO2 emissions (kt),EN.ATM.CO2E.KT,5600,5630,6670,..,..
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,9250.31649333951,9667.8578009346,10005.6167917268,8419.9333361253,7143.23870497146
Equatorial Guinea,GNQ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Equatorial Guinea,GNQ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.93210005760193,3.52480006217957,4.90469980239868,..,..
Eritrea,ERI,CO2 emissions (kt),EN.ATM.CO2E.KT,660,720,800,..,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Eritrea,ERI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Eritrea,ERI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,76.8397979736328,74.5086975097656,73.1865997314453,..,..
Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,15650,16280,16000,..,..
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,18282.9233927131,20387.2831474612,23052.3012559586,23397.1200148694,23027.0269956294
Estonia,EST,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Estonia,EST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,26.9139003753662,27.0333995819092,28.8421993255615,..,..
Eswatini,SWZ,CO2 emissions (kt),EN.ATM.CO2E.KT,1230,1040,1090,..,..
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3425.53195692846,3914.41848379603,4105.89368278939,3915.64346723669,3424.2822122311
Eswatini,SWZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Eswatini,SWZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,62.3595008850098,65.5389022827148,66.0652008056641,..,..
Ethiopia,ETH,CO2 emissions (kt),EN.ATM.CO2E.KT,14950,15460,16280,..,..
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,717.124869806118,768.523015429372,771.524866349431,855.760885186903,936.340461064749
Ethiopia,ETH,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Ethiopia,ETH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,90.488899230957,90.2696990966797,89.9231033325195,..,..
Faroe Islands,FRO,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,56854.102653706,59993.0906266559,62918.1461936121,64225.2649049837,..
Faroe Islands,FRO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Faroe Islands,FRO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.32289981842041,5.96929979324341,5.85860013961792,..,..
Fiji,FJI,CO2 emissions (kt),EN.ATM.CO2E.KT,1740,1810,1900,..,..
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,5651.27272132772,6101.02388950081,6317.41372015123,6175.89065331713,5057.63191261761
Fiji,FJI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Fiji,FJI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.6681995391846,28.8892993927002,27.8712997436523,..,..
Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,45710,43010,44360,..,..
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,43784.2839622098,46297.4963459994,49964.4999098426,48628.641762105,48744.9881267787
Finland,FIN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Finland,FIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,42.3969993591309,44.4765014648438,44.2167015075684,..,..
France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,312710,316360,309960,..,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,37037.3741861219,38685.2584944953,41572.4850099629,40578.6442850534,39030.3603713482
France,FRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
France,FRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,14.4117002487183,14.1386003494263,15.2525997161865,..,..
French Polynesia,PYF,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
French Polynesia,PYF,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
French Polynesia,PYF,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.31970024108887,8.28299999237061,7.55579996109009,..,..
Gabon,GAB,CO2 emissions (kt),EN.ATM.CO2E.KT,5710,4700,4610,..,..
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,6984.41971208387,7230.43491161979,7959.00726736376,7766.99655422948,6881.71519231831
Gabon,GAB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Gabon,GAB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,81.0056991577148,90.1154022216797,89.8871002197266,..,..
"Gambia, The",GMB,CO2 emissions (kt),EN.ATM.CO2E.KT,530,540,570,..,..
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,690.780493152792,679.75507172296,732.720727318856,772.045914215139,773.002070135524
"Gambia, The",GMB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
"Gambia, The",GMB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,52.7280006408691,52.2061996459961,52.3835983276367,..,..
Georgia,GEO,CO2 emissions (kt),EN.ATM.CO2E.KT,9650,9630,9460,..,..
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,4062.16988757379,4357.00093554628,4722.78778321766,4697.98365238984,4266.69079450924
Georgia,GEO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Georgia,GEO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.645299911499,28.0333003997803,27.9435997009277,..,..
Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,747150,732200,709540,..,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,42107.5172703074,44542.2952040833,47950.1808142041,46794.8992915603,46208.4294717472
Germany,DEU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Germany,DEU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,14.2413997650146,15.2159004211426,15.795599937439,..,..
Ghana,GHA,CO2 emissions (kt),EN.ATM.CO2E.KT,14110,14780,16110,..,..
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,1971.95693464599,2074.29073272269,2260.86056729337,2246.62557816432,2205.5290158584
Ghana,GHA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Ghana,GHA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,46.4782981872559,44.8622016906738,41.9766006469727,..,..
Gibraltar,GIB,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
Gibraltar,GIB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Gibraltar,GIB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,..,..
Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,66850,66800,65290,..,..
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,17911.7993774946,18536.1907178433,19747.3425837935,19133.7577636254,17622.5410033504
Greece,GRC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Greece,GRC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,16.4099998474121,16.3834991455078,17.8591003417969,..,..
Greenland,GRL,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,48181.874188064,50765.6956477233,54270.8223055238,53041.303310196,..
Greenland,GRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Greenland,GRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,12.3331003189087,11.3109998703003,11.4736003875732,..,..
Grenada,GRD,CO2 emissions (kt),EN.ATM.CO2E.KT,280,290,300,..,..
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,9628.2591689029,10152.8328118872,10466.8822111958,10827.4352905074,9261.55187617696
Grenada,GRD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Grenada,GRD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,12.589599609375,12.586799621582,10.3895998001099,..,..
Guam,GUM,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,36214.0069224538,36601.9198811792,36556.6749110213,38040.5869870588,34624.3401290414
Guam,GUM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Guam,GUM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.02940011024475,2.96020007133484,3.03839993476868,..,..
Guatemala,GTM,CO2 emissions (kt),EN.ATM.CO2E.KT,17460,16510,18210,..,..
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,4173.30166619474,4454.04814983548,4478.42464550944,4638.63494319511,4603.33961670975
Guatemala,GTM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Guatemala,GTM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,63.3282012939453,65.0709991455078,64.0977020263672,..,..
Guinea,GIN,CO2 emissions (kt),EN.ATM.CO2E.KT,2830,2970,3120,..,..
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,732.291511901662,855.575270552124,955.111281136711,1058.14336817356,1194.03786469445
Guinea,GIN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Guinea,GIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,75.2914962768555,71.9626998901367,69.883903503418,..,..
Guinea-Bissau,GNB,CO2 emissions (kt),EN.ATM.CO2E.KT,300,300,310,..,..
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,661.457838679603,738.549944890782,802.767385116156,749.453747028806,727.520171719562
Guinea-Bissau,GNB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Guinea-Bissau,GNB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,86.7390975952148,86.7991027832031,86.7892990112305,..,..
Guyana,GUY,CO2 emissions (kt),EN.ATM.CO2E.KT,2310,2320,2440,..,..
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,5811.39792362577,6124.95366998759,6145.81927664377,6609.51127954588,6955.93921717789
Guyana,GUY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Guyana,GUY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,21.4074001312256,22.1821994781494,16.8080005645752,..,..
Haiti,HTI,CO2 emissions (kt),EN.ATM.CO2E.KT,3400,3370,3330,..,..
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1290.38050812318,1369.06373395137,1479.3458268885,1312.77063606676,1272.36799204205
Haiti,HTI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Haiti,HTI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,76.1309967041016,76.1696014404297,76.2429962158203,..,..
Honduras,HND,CO2 emissions (kt),EN.ATM.CO2E.KT,9400,9000,9770,..,..
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2326.29727827042,2436.6716359867,2492.86896769136,2556.45689068459,2389.012430771
Honduras,HND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Honduras,HND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,52.7729988098145,46.2438011169434,50.0624008178711,..,..
"Hong Kong SAR, China",HKG,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,43731.1068245299,46165.8565115953,48542.6818699161,48354.473367413,46323.8634424384
"Hong Kong SAR, China",HKG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
"Hong Kong SAR, China",HKG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.171700000762939,0.19310000538826,0.19539999961853,..,..
Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,44480,46550,46390,..,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,13107.3779137744,14623.6966492311,16427.3727611478,16735.6597794761,15980.740889649
Hungary,HUN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,15.2638998031616,14.5065002441406,13.5340995788574,..,..
Iceland,ISL,CO2 emissions (kt),EN.ATM.CO2E.KT,2070,2170,2200,..,..
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,61987.9263620283,72010.1490316258,74469.8040591559,68941.4622272394,59270.1800510483
Iceland,ISL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Iceland,ISL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,77.4712982177734,76.8330993652344,78.2135009765625,..,..
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,2183280,2301440,2434520,..,..
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,1732.55424231659,1980.66701982802,1996.91508739789,2100.75146060805,1927.70782309335
India,IND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
India,IND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,33.5629005432129,32.212100982666,31.6891994476318,..,..
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,494980,532920,583110,..,..
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,3562.81633352183,3837.57802362633,3893.85957814877,4135.20153132694,3869.58842704537
Indonesia,IDN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Indonesia,IDN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.8348007202148,25.4328002929688,20.863899230957,..,..
"Iran, Islamic Rep.",IRN,CO2 emissions (kt),EN.ATM.CO2E.KT,605760,620780,629290,..,..
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,5253.42656033356,5520.31478213998,3598.48345396129,3114.62275284063,2422.48065682777
"Iran, Islamic Rep.",IRN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1.04429996013641,0.970099985599518,0.995000004768372,..,..
Iraq,IRQ,CO2 emissions (kt),EN.ATM.CO2E.KT,172350,174290,188140,..,..
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,4550.65863784829,4985.45287942996,5915.85085369644,5980.6269179797,4145.86293637602
Iraq,IRQ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Iraq,IRQ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.918299973011017,0.556400001049042,0.477299988269806,..,..
Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,38710,37530,37110,..,..
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,62818.9663649805,69601.683881773,79068.9746116787,80886.6157387104,85267.7647437582
Ireland,IRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Ireland,IRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.49880027770996,9.94279956817627,10.7444000244141,..,..
Isle of Man,IMN,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,82197.12677026,83477.834285154,89112.6677158571,86481.5525905339,..
Isle of Man,IMN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Isle of Man,IMN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1.95959997177124,1.88160002231598,2.11050009727478,..,..
Israel,ISR,CO2 emissions (kt),EN.ATM.CO2E.KT,65260,66040,61970,..,..
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,37330.261796968,40774.1296073227,42063.4531274811,43951.2477305677,44168.9436355026
Israel,ISR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Israel,ISR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.97790002822876,3.84990000724792,3.71539998054504,..,..
Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,333340,329190,324850,..,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,30939.7142462298,32326.6742113994,34605.2627252058,33641.6337513622,31714.2209467105
Italy,ITA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Italy,ITA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,16.0921993255615,16.4314994812012,17.0743007659912,..,..
Jamaica,JAM,CO2 emissions (kt),EN.ATM.CO2E.KT,7750,7190,8510,..,..
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4843.74989999401,5070.0995030616,5359.99378939638,5369.4983713849,4664.53024222133
Jamaica,JAM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Jamaica,JAM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,10.7552003860474,10.7249002456665,8.67240047454834,..,..
Japan,JPN,CO2 emissions (kt),EN.ATM.CO2E.KT,1171390,1151930,1106150,..,..
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,39400.7393559257,38891.0862716856,39808.1685608793,40777.6086970512,40193.2524448357
Japan,JPN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Japan,JPN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.35979986190796,6.97450017929077,7.38770008087158,..,..
Jordan,JOR,CO2 emissions (kt),EN.ATM.CO2E.KT,24860,26100,24700,..,..
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4175.35660192301,4231.51827999134,4308.1510738997,4405.48710929391,4282.76582461621
Jordan,JOR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Jordan,JOR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.66940021514893,5.26079988479614,7.18979978561401,..,..
Kazakhstan,KAZ,CO2 emissions (kt),EN.ATM.CO2E.KT,223020,225560,220450,..,..
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,7714.84184376024,9247.58133129626,9812.62637077396,9812.5958082732,9122.23343021644
Kazakhstan,KAZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Kazakhstan,KAZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2.04390001296997,1.98730003833771,1.8555999994278,..,..
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,18770,18890,18400,..,..
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1525.23519224992,1633.49121639293,1794.0911754468,1912.64786680344,1878.58070251348
Kenya,KEN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Kenya,KEN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,70.9737014770508,71.3200988769531,72.2714996337891,..,..
Kiribati,KIR,CO2 emissions (kt),EN.ATM.CO2E.KT,80,80,80,..,..
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1584.73801506175,1640.57120522974,1727.84500131644,1601.86186855285,1653.54029724315
Kiribati,KIR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Kiribati,KIR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,46.5569000244141,41.2215003967285,41.1204986572266,..,..
"Korea, Dem. People's Rep.",PRK,CO2 emissions (kt),EN.ATM.CO2E.KT,30090,22380,18120,..,..
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,21.9207992553711,27.4729995727539,33.6614990234375,..,..
"Korea, Rep.",KOR,CO2 emissions (kt),EN.ATM.CO2E.KT,614780,625350,630870,..,..
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,29288.8704389833,31616.8434004683,33422.9442100836,31936.7963534728,31631.4694509866
"Korea, Rep.",KOR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
"Korea, Rep.",KOR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2.54979991912842,2.84450006484985,3.18400001525879,..,..
Kosovo,XKX,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,3759.56024604446,4009.38098680368,4384.0488917319,4416.10835754636,4346.63793069721
Kosovo,XKX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Kosovo,XKX,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,26.6471004486084,25.1774005889893,26.9020004272461,..,..
Kuwait,KWT,CO2 emissions (kt),EN.ATM.CO2E.KT,89880,89720,89460,..,..
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,27653.1576200281,29759.4674745278,33399.0604365842,32373.2511220507,24811.7697100231
Kuwait,KWT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Kuwait,KWT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.0212999992072582,0.0260000005364418,0.0335999988019466,..,..
Kyrgyz Republic,KGZ,CO2 emissions (kt),EN.ATM.CO2E.KT,9700,9340,11000,..,..
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1120.66651300848,1242.76964282023,1308.14016549619,1374.03210467421,1173.61130419926
Kyrgyz Republic,KGZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Kyrgyz Republic,KGZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,21.9185009002686,24.5468006134033,23.2124004364014,..,..
Lao PDR,LAO,CO2 emissions (kt),EN.ATM.CO2E.KT,15360,18510,18790,..,..
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2324.40091700425,2455.21155944893,2569.09389217251,2635.80001503359,2629.71458287115
Lao PDR,LAO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Lao PDR,LAO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,49.5401000976563,45.8628997802734,41.8841018676758,..,..
Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,7150,7120,7630,..,..
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,14322.0226779514,15656.3474910518,17856.3071171976,17926.841589919,17726.2529351368
Latvia,LVA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
